# Partition function values Z for Ar I at given temperatures [K]
1.000000000000000000e+03 1.000000000000000000e+00
1.292929292929292842e+03 1.000000000000000000e+00
1.585858585858585911e+03 1.000000000000000000e+00
1.878787878787878981e+03 1.000000000000000000e+00
2.171717171717171823e+03 1.000000000000000000e+00
2.464646464646464665e+03 1.000000000000000000e+00
2.757575757575757962e+03 1.000000000000000000e+00
3.050505050505050804e+03 1.000000000000000000e+00
3.343434343434343646e+03 1.000000000000000000e+00
3.636363636363636488e+03 1.000000000000000000e+00
3.929292929292929330e+03 1.000000000000000000e+00
4.222222222222222626e+03 1.000000000000000000e+00
4.515151515151515923e+03 1.000000000000000000e+00
4.808080808080808310e+03 1.000000000000000000e+00
5.101010101010101607e+03 1.000000000000000000e+00
5.393939393939393995e+03 1.000000000000000000e+00
5.686868686868687291e+03 1.000000000000000000e+00
5.979797979797980588e+03 1.000000000000000000e+00
6.272727272727272975e+03 1.000000000000000000e+00
6.565656565656566272e+03 1.000000000000000000e+00
6.858585858585858659e+03 1.000000000000000000e+00
7.151515151515151956e+03 1.000000000000000000e+00
7.444444444444445253e+03 1.000000000000000000e+00
7.737373737373737640e+03 1.000000000000000000e+00
8.030303030303030937e+03 1.000000000000000000e+00
8.323232323232325143e+03 1.000000000000000000e+00
8.616161616161616621e+03 1.000000000000000000e+00
8.909090909090909918e+03 1.000000000000000000e+00
9.202020202020203214e+03 1.000000000000000000e+00
9.494949494949496511e+03 1.000000000000000000e+00
9.787878787878787989e+03 1.000000000000000000e+00
1.008080808080808129e+04 1.000000000000000000e+00
1.037373737373737458e+04 1.000000000000000000e+00
1.066666666666666788e+04 1.000000000000000000e+00
1.095959595959596118e+04 1.000000000000000000e+00
1.125252525252525265e+04 1.000000000000000000e+00
1.154545454545454595e+04 1.000000000000000000e+00
1.183838383838383925e+04 1.000000000000000000e+00
1.213131313131313254e+04 1.000000000000000000e+00
1.242424242424242584e+04 1.000000000000000000e+00
1.271717171717171732e+04 1.000000000000000000e+00
1.301010101010101062e+04 1.000000000000000000e+00
1.330303030303030391e+04 1.000000000000000000e+00
1.359595959595959721e+04 1.010000000000000009e+00
1.388888888888889051e+04 1.010000000000000009e+00
1.418181818181818380e+04 1.010000000000000009e+00
1.447474747474747528e+04 1.010000000000000009e+00
1.476767676767676858e+04 1.010000000000000009e+00
1.506060606060606187e+04 1.020000000000000018e+00
1.535353535353535517e+04 1.020000000000000018e+00
1.564646464646464847e+04 1.030000000000000027e+00
1.593939393939393995e+04 1.040000000000000036e+00
1.623232323232323324e+04 1.040000000000000036e+00
1.652525252525252654e+04 1.050000000000000044e+00
1.681818181818181984e+04 1.060000000000000053e+00
1.711111111111111313e+04 1.070000000000000062e+00
1.740404040404040643e+04 1.090000000000000080e+00
1.769696969696969973e+04 1.100000000000000089e+00
1.798989898989899302e+04 1.120000000000000107e+00
1.828282828282828268e+04 1.139999999999999902e+00
1.857575757575757598e+04 1.169999999999999929e+00
1.886868686868686927e+04 1.189999999999999947e+00
1.916161616161616257e+04 1.219999999999999973e+00
1.945454545454545587e+04 1.250000000000000000e+00
1.974747474747474917e+04 1.290000000000000036e+00
2.004040404040404246e+04 1.330000000000000071e+00
2.033333333333333576e+04 1.370000000000000107e+00
2.062626262626262906e+04 1.419999999999999929e+00
2.091919191919192235e+04 1.479999999999999982e+00
2.121212121212121565e+04 1.530000000000000027e+00
2.150505050505050531e+04 1.600000000000000089e+00
2.179797979797979860e+04 1.669999999999999929e+00
2.209090909090909190e+04 1.739999999999999991e+00
2.238383838383838520e+04 1.820000000000000062e+00
2.267676767676767849e+04 1.909999999999999920e+00
2.296969696969697179e+04 2.009999999999999787e+00
2.326262626262626509e+04 2.109999999999999876e+00
2.355555555555555839e+04 2.220000000000000195e+00
2.384848484848485168e+04 2.330000000000000071e+00
2.414141414141414498e+04 2.459999999999999964e+00
2.443434343434343464e+04 2.589999999999999858e+00
2.472727272727272793e+04 2.729999999999999982e+00
2.502020202020202123e+04 2.879999999999999893e+00
2.531313131313131453e+04 3.040000000000000036e+00
2.560606060606060782e+04 3.209999999999999964e+00
2.589898989898990112e+04 3.390000000000000124e+00
2.619191919191919442e+04 3.580000000000000071e+00
2.648484848484848771e+04 3.779999999999999805e+00
2.677777777777778101e+04 3.990000000000000213e+00
2.707070707070707431e+04 4.209999999999999964e+00
2.736363636363636761e+04 4.440000000000000391e+00
2.765656565656565726e+04 4.679999999999999716e+00
2.794949494949495056e+04 4.940000000000000391e+00
2.824242424242424386e+04 5.209999999999999964e+00
2.853535353535353715e+04 5.480000000000000426e+00
2.882828282828283045e+04 5.769999999999999574e+00
2.912121212121212375e+04 6.080000000000000071e+00
2.941414141414141704e+04 6.389999999999999680e+00
2.970707070707071034e+04 6.719999999999999751e+00
3.000000000000000000e+04 7.070000000000000284e+00
